Line,HTLC,BA,BD,BLC,CWAC,CWAL,DBH,HT,rootnum,rootnumbin,gall,rustbin,c5c6,density,lateWood.4,lignin,stiffnessTree
1080472,7.355,-4.369,-0.1045,0.02169,-12.2,-12.17,-0.185,1.243,-0.3572,-0.191,-0.3796,-0.1804,0.5595,-0.3313,0.04565,0.2523,0.1056
1082248,-13.06,0.8136,-0.02901,-0.336,-13.19,-8.045,-0.9982,-10.35,0.02642,0.02215,0.021864132,0.000104009,0.8735,-0.09178,0.716,-0.08375,1.212
1086662,1.557,-3.3,-0.05179,0.5018,-19.74,-2.949,-1.011,-36.57,0.0424,0.009613,-0.09635,-0.126,-0.2778,-0.02301,-0.3561,0.1374,0.3494
1090810,-9.843,6.961,-0.02523,0.1654,-45.58,-23.99,-1.177,-27.21,-0.1752,-0.01651,0.6703,0.236,-0.3453,0.08183,0.08667,-0.1583,0.6969
1085704,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.08581,0.03119,0.1447,0.0864,0.3965,1.056,0.9292,-0.1352,-0.06946
1087318,16.76,5.681,-0.1438,0.1667,-8.902,6.58,0.799,63.39,0.4125,0.1543,-0.3041,-0.1039,-0.02148,0.2141,0.3522,0.2063,0.2606
1092020,19.76,-3.227,-0.02022,0.5715,0.9089,-6.224,0.38,33.09,0.1326,0.02301,0.021864132,0.000104009,-0.5871,-1.104,-0.5474,0.3389,0.05638
1081720,31.83,-1.955,0.03753,0.7653,2.291,16.43,1.284,87.47,-0.2293,-0.07142,0.021864132,0.000104009,0.3982,-0.5557,-0.001091,-0.4418,-0.05747
1084222,-3.897,-1.944,-0.1073,-0.08013,-55.84,-9.448,-2.023,-42.99,0.07256,0.006813,-0.4233,-0.1718,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1082404,3.749,2.757,0.09699,0.4402,23.03,8.92,1.546,61.19,0.1669,0.0958,0.1178,0.008355,-0.276,-0.06746,-0.09903,-0.2459,-0.2045
1082180,4.875,0.3336,0.04567,-0.05829,-23.95,-6.012,0.01768,24.09,0.1989,0.02748,-0.1574,-0.02186,0.4646,-0.2973,0.2085,0.2093,0.4187
1080644,27.51,3.059,-0.01074,0.1527,-1.909,1.4,0.8256,20.32,-0.5726,-0.2239,0.4794,0.3387,0.4205,-0.9738,-0.01548,0.08166,-0.3509
1087810,-0.6684,-4.073,-0.1324,0.004184,4.394,10.61,0.8905,56.28,0.1024,0.05201,-0.06893,-0.0622,-0.8429,1.353,1.451,0.2214,0.07919
1090218,10.57,2.603,0.004238,0.3827,-9.107,-5.869,1.121,55.93,-0.3513,-0.06945,0.2346,0.1322,-0.6425,-1.051,-0.6316,0.06655,-0.2838
1084712,3.64,1.214,-0.02269,0.4225,-22.63,-7.111,-0.003118,32.83,0.1659,0.04336,0.1202,0.07535,0.1566,0.6518,0.2927,-0.1713,0.2985
1094160,4.193,-4.718,-0.05217,0.1113,-10.8,1.248,-0.5923,10.76,0.1807,0.09416,-0.4154,-0.155,-0.1656,-0.5035,-0.35,0.2541,0.123
1085424,37.22,-4.314,-0.1832,0.621,-47.91,-23.76,-0.06911,51.74,0.02013,0.04079,0.006844,-0.0187,0.2937,1.092,0.8669,-0.02916,0.6264
1081846,-4.324,-4.246,-0.1305,0.2374,-15.65,-11.34,-1.543,-47.12,-0.2304,-0.05391,-0.1916,-0.08248,-1.325,0.8617,0.05516,0.2382,0.5351
1091566,10.67,-7.425,0.1286,0.2005,51.63,32.83,2.033,38.98,0.1363,0.1125,0.5141,-0.04579,-0.686,0.6008,0.3803,-0.1758,-0.6738
1092926,-15.16,-0.5854,0.147,0.1184,14.12,0.2729,0.07086,-38.3,0.3014,0.1006,-0.07719,-0.04257,1.519,-0.504,-0.6605,-0.1273,-0.1372
1087364,26.37,2.612,-0.1534,0.3079,-26.15,-6.454,-0.1762,47.13,0.3628,0.1824,-0.2649,0.01255,0.1973,0.3662,0.4906,0.05711,0.3741
1090258,23.05,5.453,-0.004926,0.6904,-31.59,-12.54,-0.3924,16.36,-0.2357,-0.1007,0.5213,0.289,-0.6831,-1.053,-1.023,0.05502,0.3475
1093860,1.998,0.3294,0.0271,0.2539,25.35,9.989,1.176,68.18,-0.466,-0.1617,1.079,0.291,0.008063,0.4181,0.323,-0.05637,-0.3222
1092418,-5.844,1.775,-0.05451,0.3895,-1.78,-2.408,-0.2392,16.22,-0.3219,-0.1554,0.021864132,0.000104009,-1.916,-0.1538,-0.04078,0.6085,0.4496
1084146,11.52,2.877,0.09591,0.3328,22.11,1.558,1.632,29.18,-0.3276,-0.1074,0.021864132,0.000104009,0.7908,-0.2377,-0.06905,-0.2583,-0.08795
1087626,9.026,-9.099,-0.08501,0.4088,19.62,9.692,1.707,98.15,0.2975,0.1493,-0.2718,-0.1219,-0.7121,-0.8724,-0.1668,0.3844,-0.668
1087646,-14.12,0.2354,-0.04317,0.01202,25.53,16.98,1.117,66.08,0.1938,0.09073,0.021864132,0.000104009,-0.3769,-0.9676,-0.4242,0.3717,-0.004827
1080372,18.48,0.6919,0.0008083,0.03302,-14.94,-12.28,0.2426,-40.71,0.4218,0.09691,-0.001646,-0.09637,0.2352,0.2811,0.1834,0.04843,-0.1163
1091028,-16.36,2.561,0.0249,-0.09096,13.68,8.856,1.338,83.44,0.3079,0.05837,0.3395,0.1211,-1.014,-0.3094,-0.1057,0.1448,0.9701
1091034,-9.908,0.5022,0.02413,-0.06033,32.33,15.59,0.3939,16.36,-0.1686,-0.03355,0.1425,0.04352,-1.567,-0.4227,-0.308,0.2773,0.9864
1080492,13.29,-0.3853,-0.1394,0.09193,-38.1,-9.039,-0.9724,-13.88,-0.2872,-0.1328,0.021864132,0.000104009,0.3908,-0.3313,0.1642,0.2658,0.3232
1086352,-11.27,6.295,-0.05098,-0.3481,-10.2,-9.423,-1.446,-27.12,0.00294,0.02324,-0.1674,-0.02464,-0.427,0.5401,0.6441,0.3208,0.7052
1087506,-1.211,5.406,-0.1194,0.1518,-73.01,-29.66,-1.248,-8.964,-0.2028,-0.0847,-0.007732,-0.05036,0.5014,0.7105,0.5404,-0.06438,0.2276
1087218,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.268,0.1339,0.021864132,0.000104009,0.1672,0.1984,0.3655,0.1769,0.2844
1090250,-4.492,-0.3482,-0.01184,0.3607,-14.4,-3.478,-0.05528,-2.413,-0.4571,-0.1873,0.5358,0.368,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1090632,10.42,-1.607,0.139,0.08277,28.73,35.41,1.318,68.58,0.6379,0.171,-0.5838,-0.2909,0.1759,-0.2346,-0.4512,-0.09627,-0.2906
1090048,12.96,-8.662,0.2083,-0.1405,37.23,15.79,1.777,58.71,-0.2329,-0.1134,0.021864132,0.000104009,-1.187,-0.8597,-0.8625,0.7206,-1.235
1093218,-4.017,4.151,-0.03423,-0.05455,13.44,-6.284,0.06642,-4.976,0.1285,0.03098,-0.2592,-0.0815,-0.7065,0.1687,0.05109,0.2783,-0.1898
1087528,30.04,-3.975,-0.1292,0.3445,-33.24,-4.511,0.6211,59.09,-0.2714,-0.1361,-0.01093,-0.05425,0.4099,0.8778,0.2215,0.03233,-0.01516
1089828,-1.157,-2.673,-0.004752,0.2608,-13,-0.3577,0.3775,44.26,0.3058,0.121,0.021864132,0.000104009,1.364,0.301,0.008847,-0.428,1.692
1091012,-23.25,3.574,0.05591,0.1257,3.999,6.865,0.8355,52.07,-0.2545,-0.09911,0.021864132,0.000104009,-0.896,-0.187,-0.03483,0.01357,0.5523
1087234,-0.2775,-0.08062,-0.1361,0.1095,16.88,-4.373,0.7921,48.31,0.4305,0.1805,-0.01742,0.03772,-0.2542,0.3054,0.2716,0.3213,0.4171
1080140,22.96,1.176,-0.09039,0.4984,-29.06,-5.39,0.7786,17.49,0.4302,0.1627,0.1368,0.09888,0.3021,0.5291,0.2709,0.07567,0.0981
1083054,13.39,0.7073,0.01845,0.4101,-12.49,3.168,0.7438,10.59,-0.146,-0.06979,0.19,-0.01536,0.6281,-0.1102,-0.2526,0.06625,-0.8763
1091254,-16.14,-4.163,0.1322,-0.1337,41.25,19.84,0.7151,50.69,-0.04095,0.01259,0.5843,0.1761,-0.8157,-0.6824,-0.7584,0.3023,0.3139
1085454,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1604,0.05656,0.04647,-0.00835,-0.1981,1.027,0.7296,0.136,0.2651
1086532,-29.33,3.736,0.06395,-0.4184,30.89,20.97,1.261,-34.05,-0.4148,-0.1656,0.1647,0.1109,-0.3251,0.3867,0.3168,-0.05885,-0.8708
1080814,-13.48,7.397,-0.0197,-0.5076,-23.28,-16.66,-1.715,-76.6,0.05471,0.06664,-0.2376,0.01287,0.8311,0.3594,-0.3292,-0.1256,-0.6763
1093658,10.52,-1.2,-0.06653,-0.07689,51.27,18.16,-0.3667,15.51,0.09345,0.1195,-0.1136,-0.05736,0.6682,-0.4759,0.06763,-0.08512,0.2808
1085434,11.18,4.66,-0.1688,0.5156,-45.22,-13.12,-0.2591,57.88,-0.07513,-0.0601,0.021864132,0.000104009,0.1859,0.9751,0.5851,0.09277,0.6412
1086646,7.977,-4.511,-0.0009087,0.4903,24.51,9.694,1.357,86.61,-0.1147,-0.03357,-0.1034,-0.1279,0.2358,0.03565,-0.1489,0.05978,0.3543
1086056,23.93,-10.13,-0.08115,0.8384,16.34,16.41,1.48,56.29,0.2679,0.1029,0.3517,0.03634,-0.469,0.1037,-0.3146,-0.1189,-0.734
1090324,7.105,3.6,-4.90E-05,0.131,15.51,12.54,0.828,79.69,-0.3034,-0.06042,0.3719,0.2572,-0.1088,-1.24,-0.7576,-0.1111,0.05757
1089912,-4.354,4.115,0.0368,-0.1347,-12.2,-0.4754,0.4062,-30.11,0.4369,0.1499,-0.696,-0.2927,1.317,0.5791,0.2331,-0.28,1.433
1085624,5.558,6.066,-0.05777,0.09632,-33.63,-18.84,-0.8679,6.645,0.2538,0.0613,-0.03108,-0.01827,0.6815,1.091,1.147,-0.1332,0.2518
1084414,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1184,0.05913,0.5898,0.144,-0.465,-0.2414,-0.3414,0.2531,-0.08713
1081810,-9.499,-2.389,-0.0219,0.2478,29.45,-2.534,0.5206,19.51,-0.285,-0.09775,-0.1768,-0.04794,-1.546,0.7626,0.2739,0.3578,0.08503
1091238,-3.579,-3.43,0.08816,-0.07215,38.26,14.3,1.249,42.81,0.135,0.0512,0.1261,-0.004698,-0.9412,-0.3744,-0.9873,0.3839,0.1839
1087642,6.485,-4.031,-0.022,0.1136,13.84,4.307,0.6039,42.97,0.2131,0.1013,-0.2438,-0.06214,-0.2026,-0.8089,0.01881,0.333,-0.2875
1085450,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.01748,0.02883,0.1175,0.1165,-0.1981,1.027,0.7296,0.136,0.2651
1085916,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.1417,-0.0973,0.021864132,0.000104009,-0.2003,-0.4003,0.2757,-0.3609,-0.3251
1090618,11.9,0.1051,0.05309,0.6488,-1.379,14.75,1.063,71.37,0.3403,0.06383,0.021864132,0.000104009,-0.2611,-0.429,-0.5401,-0.1153,-0.06728
1090028,20.74,-5.455,0.1643,0.1666,16.32,27.43,1.121,0.4274,-0.2187,-0.06886,-0.2036,-0.147,-1.262,-0.7527,-1.004,0.8246,-1.127
1087022,4.752,-3.077,0.05273,0.4037,52.72,23.43,1.599,21.21,0.04255,0.07164,0.4282,0.1363,-0.1385,-0.02404,-0.2962,-0.103,-0.08631
1092016,15.49,-11.06,-0.0886,0.3104,8.114,-10.83,-0.1734,9.217,0.3158,0.09542,-0.1821,-0.0642,-0.5565,-0.7683,-0.5584,0.3728,-0.1509
1080608,-4.919,5.041,-0.01675,0.04215,-45.34,-19.14,-1.662,-47.78,-0.7064,-0.3087,0.021864132,0.000104009,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1091554,13.71,-1.083,0.1026,0.3856,17.75,17.97,1.874,42.29,0.2144,0.1092,0.5177,-0.04532,-0.2645,-0.151,-0.06359,-0.2829,-0.7624
1085880,-0.7659,-7.753,-0.05784,-0.1144,-26.68,0.9687,-0.7813,-44.71,-0.2253,-0.1197,0.021864132,0.000104009,-0.467,-0.6706,0.1378,-0.224,-0.2739
1080494,-11.67,-2.645,-0.05743,-0.09018,0.3269,-4.914,-0.1154,9.279,-0.3566,-0.1852,-0.3502,-0.122,0.1704,-0.3916,0.2298,0.2891,0.2357
1087034,-5.52,-1.354,0.1339,-0.03899,53.93,27.68,1.619,66.09,-0.01088,0.06792,0.3857,0.2624,0.6128,0.1742,0.2607,-0.312,0.2738
1080656,6.726,4.572,-0.02588,0.127,-14.53,7.342,0.07774,-5.305,-0.6124,-0.2102,0.3394,0.2095,1.283,-0.5917,0.3231,-0.159,-0.1684
1090716,15.02,0.5335,0.0748,0.3448,35.06,24.05,1.392,66.61,0.5583,0.1234,-0.6891,-0.3381,-0.6137,0.09106,0.01034,-0.04637,-0.8769
1085024,-6.854,-7.185,0.0919,-0.1203,39.69,40.97,1.928,91.77,0.09839,0.0372,-0.08652,0.001575,-1.81,0.1405,-0.6116,0.5414,0.4256
1085062,5.71,-7.905,0.1667,-0.04665,74.83,40.39,2.848,148.4,0.05213,0.0587,-0.135,-0.0199,-1.295,0.3989,-0.2559,0.4433,0.4914
1089226,-17.59,5.868,-0.09972,-0.04695,-51.02,-12.07,-0.7345,8.268,0.1638,0.01918,-0.1848,0.1062,0.5527,-0.2906,0.2801,-0.2416,-0.1511
1082140,-6.521,-7.54,0.1176,-0.2519,31.38,9.16,0.8347,29.3,0.4786,0.06956,-0.3831,-0.2079,-0.07806,-0.1319,0.191,0.3179,-0.382
1089244,-10.54,6.009,-0.07568,-0.3893,-12.22,-6.925,-0.1282,40.28,0.245,0.05955,-0.3408,-0.1204,0.5191,0.3289,0.2715,-0.1977,0.4526
1080228,3.622,-1.303,0.1031,-0.07594,29.94,28.59,1.025,-12.43,0.3405,0.1321,-0.001682,-0.09647,-0.006967,0.1847,-0.2054,0.2677,-0.07752
1086642,25.88,-0.5893,0.08814,0.4851,4.91,3.679,1.788,72.18,-0.02809,-0.02131,-0.1304,-0.137,-0.1667,0.02306,-0.2322,0.05746,0.0288
1090978,-6.86,5.575,0.0348,-0.2115,-15.15,-8.79,-0.8613,-9.846,-0.07844,0.004844,0.5423,0.2711,0.08612,0.1219,0.2464,-0.1443,0.4789
1083284,15.41,2.704,-0.04464,0.1403,28.56,0.09896,-0.143,-36.56,0.1657,0.06875,-0.2161,-0.09937,0.5466,0.4703,0.07576,-0.1335,-0.04773
1090856,-11.48,5.846,0.05353,-0.5278,0.2,3.21,-0.3288,6.024,0.03902,0.06344,0.5615,0.2724,-0.1788,-0.1965,0.2237,0.03383,0.8033
1093458,-4.995,5.538,-0.1048,0.2491,-49.16,-14.81,-0.3119,17.11,-0.0877,-0.004656,0.1082,0.02245,0.01599,-0.3259,0.5374,-0.08046,1.361
1086158,38.57,-5.249,-0.1101,0.8335,-16.64,-5.782,0.03461,17.09,0.1846,0.06229,0.5778,0.1292,0.0562,-0.03369,-0.1368,-0.248,-0.2988
1080782,-0.7763,6.003,-0.005454,-0.1127,-26.43,-18.07,-0.257,-13.43,-0.5353,-0.1124,0.362,0.2567,0.8526,-1.257,-0.01183,-0.09651,-0.249
1080478,-8.968,-1.356,-0.07912,0.05856,5.063,-1.211,-0.3705,16.71,-0.1713,-0.07376,-0.3215,-0.1545,0.2482,-0.3613,0.6521,0.1268,-0.3359
1080420,8.784,-4.417,-0.1071,0.1453,-5.262,-0.2994,-0.7664,-12.1,-0.2882,-0.1381,-0.2459,-0.04079,0.431,-0.4524,-0.03082,0.2797,-0.1967
1086420,-14.74,1.494,0.002136,-0.3303,30.28,12.82,0.01026,-39.47,-0.3687,-0.1003,0.021864132,0.000104009,-0.3762,0.6153,0.3631,-0.1321,-0.2733
1087508,30.76,-1.506,-0.1426,-0.003106,-13.44,1.955,0.6377,82.2,-0.09989,-0.06498,0.021864132,0.000104009,0.8887,1.119,0.6907,-0.1412,-0.2786
1084478,18.03,-0.2055,0.07451,0.4057,-14.77,5.266,0.9217,-21.42,0.05512,0.07015,0.2142,-0.01828,-0.621,-0.3721,-0.5204,0.3205,0.2329
1087390,13.4,2.28,-0.1166,0.1376,11.08,-0.6904,1.116,74.08,0.2598,0.1567,-0.2918,-0.0979,0.3231,0.3281,0.6036,0.3024,-0.2168
1081442,24.47,-3.882,-0.03147,-0.0006095,29.99,25.45,0.9766,66.95,0.2115,0.1263,-0.2809,-0.1413,-0.1015,-0.3122,-0.03307,0.6022,-1.077
1089966,4.891,-0.8342,0.08537,-0.116,-0.4844,8.757,0.2255,-17.08,0.4124,0.176,-0.7076,-0.2929,1.402,0.05479,0.3789,-0.3767,0.5822
1085354,2.6,-0.06828,0.06444,-0.1389,15.49,13.04,1.284,63.97,-0.1036,-0.01179,-0.5021,-0.2791,-0.309,-0.7243,-0.7752,0.1296,0.04433
1089842,-8.019,1.577,0.03806,-0.06218,13.46,10.71,0.6605,51.35,0.4476,0.1518,-0.6749,-0.2876,1.269,0.4606,0.3331,-0.263,1.249
1085032,-0.1016,-6.675,0.02554,0.4305,38.47,18.36,1.025,79.35,0.1196,0.06577,-0.139,-0.0352,-1.361,0.03931,-0.1971,0.3588,-0.0854
1089916,13.93,-1.836,0.06858,0.03386,6.776,3.502,1.086,31.91,0.3952,0.1534,-0.6912,-0.2919,1.548,0.05864,-0.1535,-0.3356,0.4813
1087694,-4.859,-5.663,-0.0787,0.1346,25.02,8.02,0.5276,63.51,0.3012,0.1698,0.02671,0.03427,-0.3421,-0.9728,-0.2655,0.3706,-0.1523
1087654,-13.64,-1.12,-0.01906,-0.1335,30.25,16.61,2.083,99.13,0.4444,0.1897,-0.1074,0.04862,-0.1473,-0.8281,-0.2783,0.3166,-0.1735
1084568,37.36,-2.012,-0.02636,0.6678,-21.92,-0.373,1.44,43.63,0.1375,0.07458,0.1615,-0.02118,-0.5281,-0.05226,-0.4729,0.4052,0.1306
1086640,27.88,-0.8485,-0.01314,0.6441,10.93,11.12,1.261,85.68,0.1696,0.03578,-0.1086,-0.1321,-0.6679,-0.006134,-0.2837,0.1079,-0.1811
1088468,21.63,-5.833,-0.06723,0.2581,40.04,23.85,1.207,48.18,0.4755,0.1602,-0.1234,0.05879,-0.3541,-0.2673,-0.06778,0.3618,0.02376
1088254,2.781,-3.985,0.01216,-0.4462,24.91,20.9,0.4124,10.4,0.283,0.09192,0.03652,-0.09053,0.9382,0.2212,0.4537,-0.2124,0.4919
1084524,37.5,-2.623,-0.007498,0.1728,27.49,0.2896,1.491,69.89,0.07513,0.02926,0.2563,0.1086,-1.093,-0.2625,0.02065,0.5052,0.08102
1080918,-14.69,2.283,0.09222,-0.3908,-6.279,-3.665,-0.1378,-51.96,-0.07327,-0.02156,0.021864132,0.000104009,0.4977,0.2976,-0.02889,-0.09032,-0.5741
1085664,10.81,8.028,-0.04205,0.5356,-29.46,-13.75,-0.3403,69.21,0.02321,-0.02861,0.021864132,0.000104009,0.5304,0.6721,0.9431,-0.1141,0.2388
1087426,2.269,-0.6067,-0.03569,0.1247,-39.2,-17.28,-1.124,-55.66,-0.2075,-0.1237,0.08606,0.09124,1.103,0.8844,0.339,-0.1836,-0.01419
1088668,2.104,0.02087,-0.02836,0.1848,10.68,1.679,0.1107,23.24,0.1648,0.05832,-0.01186,0.02835,-0.4366,0.8771,0.8073,0.2965,0.4432
1086260,-14.44,10.28,-0.03886,-0.4083,-13.95,-11.97,-1.451,5.44,-0.07384,-0.009252,0.2943,0.158,-0.3749,0.4456,0.6567,0.2573,0.671
1088456,12.48,-1.278,-0.05807,0.316,24.68,-4.874,-0.08827,6.102,0.2862,0.07571,0.021864132,0.000104009,-0.332,-0.5365,-0.1397,0.2366,0.1753
1090130,-0.8578,-5.357,0.1327,-0.08265,45.49,35.86,1.846,28.14,-0.03778,-0.04449,-0.1978,-0.1468,-1.098,-0.5208,-0.4866,0.4351,-0.99
282200,13.92,-5.351,0.1631,-0.03629,19.32,26.17,1.128,12.03,0.03885,-0.01456,-0.3904,-0.2088,-0.3972,-0.3711,0.07187,0.3768,-0.5163
1083062,3.316,1.822,0.05422,0.5586,-2.135,-3.201,0.5002,20.5,-0.06629,-0.04721,0.1043,-0.04408,0.7372,-0.1491,-0.4004,0.1072,-0.9251
1090482,-15.94,-5.818,0.2463,-0.2336,44.43,25.79,0.7999,-17.34,-0.06341,0.02377,-0.1542,-0.09711,-0.5317,-0.03921,0.06281,-0.04509,-0.8084
1085418,17.76,-3.584,-0.1323,0.3966,-13.09,-1.863,0.6128,83.08,0.1802,0.0689,0.03437,0.02218,-0.2356,1.31,1.046,0.1616,0.1829
1081414,0.8498,-0.494,-0.03409,0.09535,6.051,5.752,0.1262,12.65,0.335,0.1409,-0.2357,0.02251,0.6556,-0.8206,-0.4995,0.3265,-0.7546
1086068,33.73,-4.449,-0.07555,0.4895,-4.746,5.165,0.555,57.55,0.3451,0.1412,0.2669,-0.04354,-0.3974,0.1415,0.09444,-0.136,-0.314
1081244,-6.355,8.637,0.04882,-0.04408,-14.19,-14.44,-2.039,-107.4,-0.2767,-0.068,0.4784,0.2015,-0.5448,0.1374,-0.355,0.02747,0.4894
1090672,12.12,0.2487,-0.001169,0.2406,-4.101,0.2832,0.3879,19.74,0.2855,0.03638,0.021864132,0.000104009,-0.3819,-0.232,-0.345,-0.09832,-0.3937
1086064,37.75,-3.994,-0.06741,1.054,-6.542,4.327,1.451,57.31,0.2096,0.1049,0.3029,0.00384,-0.6682,-0.1995,-0.2088,-0.1089,-0.5124
1093862,8.321,2.934,0.01722,0.5438,11.9,1.612,0.9512,66.68,-0.4394,-0.1208,0.9113,0.3806,-0.1719,0.5029,0.3878,0.0706,0.4518
1090230,9.005,5.284,-0.00957,0.5548,-39.26,-10.7,-0.5158,-7.356,-0.5748,-0.201,0.021864132,0.000104009,-0.5997,-1.058,-0.6896,0.04129,0.1879
1085438,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1243,0.06697,0.3234,0.1641,-0.1981,1.027,0.7296,0.136,0.2651
1089712,5.313,-2.35,0.1269,-0.1074,47.62,29.5,1.032,47.54,0.02147,-0.01831,0.1982,0.105,-1.047,0.1086,-0.3213,0.1918,0.01253
1088272,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.101,0.04857,-0.1234,-0.07711,0.7528,0.08009,0.3918,-0.1739,0.5079
1080238,28.33,-3.109,-0.01651,0.2303,-2.718,-2.751,0.5611,9.054,0.4256,0.148,0.424,0.07459,0.2836,0.3255,0.2566,0.09712,-0.1244
1090772,9.061,-2.426,-0.03952,0.2893,1.664,4.65,0.7137,57.1,0.3597,0.09997,0.021864132,0.000104009,-0.8368,-0.7871,-0.5199,0.4051,0.04079
1090690,11.76,-3.339,0.02429,0.4484,52.48,28.57,1.126,61.22,0.6176,0.1785,-0.3489,-0.2264,-0.1946,-0.2292,-0.2822,0.03397,-0.7512
1089724,-4.246,-0.4045,0.188,-0.3154,24.11,28.2,2.297,57.06,-0.08311,0.01029,0.09827,-0.03683,-1.272,-0.1493,-0.2024,0.4606,-0.6088
1087776,-5.614,-2.652,-0.1351,0.1672,-14.44,9.615,0.8575,59.58,0.1803,0.1556,-0.05564,-0.06159,-0.4474,-0.7612,0.2369,0.3744,0.06795
285600,15.39,-0.922,-0.1285,0.4048,-13.43,-5.603,0.1706,11.54,-0.0877,-0.04362,0.1038,0.02718,-0.6524,1.068,0.3531,0.2693,0.1636
1086944,25.24,0.06204,-0.1041,0.3239,-45.61,-21.95,-0.9377,1.21,-0.05564,-0.04464,-0.2331,-0.004068,0.7097,0.9375,0.603,-0.2365,0.4562
1081448,12.82,4.755,-0.07461,0.358,-7.98,0.8075,1.207,64.82,0.2073,0.146,-0.2774,-0.1408,-0.4247,-0.7515,-0.1484,0.4399,-0.518
280200,36.4,-6.334,-0.1913,0.5907,-14.69,-14.02,-0.3086,21.71,0.2262,0.05382,0.021864132,0.000104009,0.2631,0.2641,-0.1046,0.09664,0.1901
1085060,-20.43,-7.582,0.1624,-0.233,56.7,36.66,2.195,30.58,0.2755,0.1046,-0.2269,-0.1146,-1.719,0.5584,0.02683,0.4377,-0.2661
1081604,26.98,-1.688,0.01285,0.6621,23.36,12.41,1.409,50.03,-0.06044,0.02966,1.318,0.3414,0.4393,-0.3533,-0.2471,-0.4644,-0.9194
1088122,-12.46,0.1212,0.02197,-0.2937,14.86,-5.051,-0.4591,-14.29,0.4521,0.1325,-0.4272,-0.2321,2.699,-0.412,-0.2688,-0.5807,1.195
1086364,-12.99,7.879,0.01219,-0.2718,-29.29,-10.07,-1.535,-52.19,-0.09389,-0.01084,-0.03091,0.08397,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1088404,11.35,-4.593,-0.09125,0.143,21.66,6.629,0.3028,33.3,0.5191,0.1679,-0.3406,-0.125,-0.06119,-0.1146,0.3065,0.3097,0.008583
1088386,-15.37,-5.27,0.01316,-0.3022,42.26,10.76,0.4044,30.75,0.08335,0.09308,-0.2076,-0.1275,0.5852,0.09904,0.5106,-0.06033,0.6894
1080786,-3.395,6.497,-0.04447,0.1698,-40.14,-24.01,-0.6206,-30.29,-0.4686,-0.1253,0.6151,0.3981,1.56,-0.7176,0.4178,-0.2064,0.2023
1082010,7.48,-4.664,0.03526,-0.1756,-2.456,-6.618,0.1473,45.15,0.1608,0.08367,-0.3929,-0.2112,0.1852,-0.309,-0.1935,0.1773,-0.4723
1082614,2.91,5.172,-0.001684,0.09044,-35.85,-6.286,-1.253,-117.9,-0.1454,-0.038,-0.03474,-0.147,-0.1962,-0.6817,-0.07923,0.1398,-0.1483
1092510,-7.684,3.084,-0.1225,0.1066,0.75,-6.822,-0.9966,4.87,-0.2596,-0.1319,0.021864132,0.000104009,-2.038,-0.008005,0.3386,0.6648,1.149
1082044,-12.29,-0.7754,0.1052,-0.5418,10.03,3.917,-0.2379,-30.5,0.2305,0.04572,-0.3429,-0.1965,0.09985,-0.309,-0.4664,0.1729,-0.4457
1082250,-12.2,-4.646,-0.0641,-0.4995,13.32,3.176,-0.7525,-25.65,0.04609,0.01433,0.021864132,0.000104009,0.8995,0.2072,0.5088,-0.03604,1.02
1092882,7.605,-3.326,-0.00679,-0.0284,25.41,7.135,0.4404,9.9,0.2114,0.08779,-0.1055,-0.09783,1.023,-0.4825,-0.6578,-0.0001641,-0.3775
1080332,5.841,-0.1347,0.03443,-0.03897,4.259,6.236,0.3253,-29.76,0.3701,0.1586,-0.0003165,-0.09651,0.01854,0.1766,0.0389,0.1996,0.3583
1088432,17.04,-6.181,-0.03612,0.2522,12.81,0.6674,-0.04312,-7.274,0.6426,0.1459,-0.337,-0.119,-0.02153,-0.2384,0.1152,0.3329,-0.04551
1094184,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.08909,0.0224,-0.3982,-0.1392,-0.3663,-0.6053,-0.2133,0.212,0.05892
1088314,-9.546,-6.093,0.06658,-0.5179,69.74,47.2,0.8976,39.23,0.09421,0.07602,-0.1582,-0.04289,0.6949,-0.1773,0.2517,-0.2304,0.309
1081642,35.06,-0.1026,0.0482,0.6125,-5.848,6.859,1.399,66.85,-0.001419,0.0358,1.004,0.3354,0.2397,-0.4921,-0.08951,-0.3949,-0.2851
